"PTES";"ESP";"METER";"ACCOUNT_NO";"EARLIEST_OCCURRED_TIME";"LATEST_OCCURRED_TIME";"EVENT_NAME";"EVENT_CODE"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206087169";"0369438";"2024-07-28 07:19:15";"2024-07-28 07:19:15";Current unbalance occurrence;"0030"
Jizzax HETK;Zafarobod TETK;"021190553410";"0001008";"2024-07-31 14:38:32";"2024-08-01 13:49:20";Current unbalance occurrence;"0030"
Jizzax HETK;Zafarobod TETK;"021190545632";"0070310";"2024-07-31 14:46:32";"2024-07-31 20:30:59";Current unbalance occurrence;"0030"
Jizzax HETK;Mirzacho‘l TETK;"021190822540";"0003934";"2024-07-31 17:23:52";"2024-08-01 12:42:34";Current unbalance occurrence;"0030"
Jizzax HETK;Zafarobod TETK;"021190818397";"0082085";"2024-07-31 14:36:20";"2024-08-01 14:34:00";Current unbalance occurrence;"0030"
Jizzax HETK;Zafarobod TETK;"021190818401";"0082087";"2024-07-31 18:18:29";"2024-07-31 18:18:29";Current unbalance occurrence;"0030"
Jizzax HETK;Forish TETK;"021190541958";"0056173";"2024-07-31 18:29:18";"2024-08-01 13:07:58";Current unbalance occurrence;"0030"
Jizzax HETK;Forish TETK;"021190543471";"0056131";"2024-07-31 15:22:15";"2024-07-31 15:22:15";Current unbalance occurrence;"0030"
Jizzax HETK;Forish TETK;"021190545698";"0056078";"2024-07-31 20:19:32";"2024-07-31 23:43:29";Current unbalance occurrence;"0030"
Jizzax HETK;Forish TETK;"021190548469";"0056238";"2024-07-31 15:35:34";"2024-08-01 12:19:30";Current unbalance occurrence;"0030"
Jizzax HETK;Forish TETK;"021191057227";"0056258";"2024-07-31 18:41:11";"2024-08-01 13:02:04";Current unbalance occurrence;"0030"
Jizzax HETK;Mirzacho‘l TETK;"021190804787";"080738";"2024-08-01 13:09:04";"2024-08-01 13:09:04";Current unbalance occurrence;"0030"
Jizzax HETK;Mirzacho‘l TETK;"021230008936";"0013526";"2024-07-31 19:16:55";"2024-07-31 19:16:55";Current unbalance occurrence;"0030"
Jizzax HETK;Do‘stlik TETK;"021198260085";"0011344";"2024-07-31 14:32:43";"2024-07-31 14:56:34";Current unbalance occurrence;"0030"
Jizzax HETK;Do‘stlik TETK;"021198272260";"0011309";"2024-07-31 18:14:56";"2024-07-31 19:52:12";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021190338437";"0167525";"2024-07-31 21:23:26";"2024-08-01 13:31:10";Current unbalance occurrence;"0030"
Jizzax HETK;Zomin TETK;"021190552537";"08218!!52537";"2024-07-31 20:00:12";"2024-07-31 20:00:12";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021198152240";"0022064";"2024-07-31 15:51:56";"2024-08-01 09:55:43";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021191056329";"0022043";"2024-07-31 19:31:47";"2024-08-01 08:32:18";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190551728";"0028251";"2024-07-31 21:16:43";"2024-07-31 23:38:35";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190685890";"0028277";"2024-07-31 15:54:19";"2024-08-01 11:31:46";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190688105";"0028276";"2024-07-31 18:22:11";"2024-08-01 12:15:45";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190688337";"0028254";"2024-07-31 21:01:06";"2024-08-01 06:58:52";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190691442";"0028252";"2024-07-31 18:34:18";"2024-07-31 23:53:24";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021190327380";"0146238";"2024-07-31 20:16:22";"2024-07-31 20:16:22";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021190333455";"0046917";"2024-07-31 15:46:12";"2024-07-31 17:45:48";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021198069660";"0046925";"2024-07-31 20:37:29";"2024-07-31 20:37:29";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021230037210";"0046915";"2024-07-31 17:01:19";"2024-07-31 19:50:42";Current unbalance occurrence;"0030"
Jizzax HETK;G‘allaorol TETK;"021198080822";"08209!8080822";"2024-07-31 19:40:27";"2024-08-01 11:55:57";Current unbalance occurrence;"0030"
Jizzax HETK;Forish TETK;"024199008966";"110335";"2024-07-21 18:53:01";"2024-07-26 21:07:11";L2 Current without voltage occurrence;"0110"
Jizzax HETK;Forish TETK;"021190676615";"0044271";"2024-08-01 06:57:40";"2024-08-01 06:57:40";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190685963";"0028393";"2024-07-31 14:30:02";"2024-08-01 13:07:15";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190686003";"0028455";"2024-07-31 19:17:34";"2024-08-01 11:27:57";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190686039";"0028411";"2024-07-31 16:02:30";"2024-08-01 07:23:14";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190686040";"0028380";"2024-07-31 22:15:22";"2024-07-31 22:15:22";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190686594";"0028389";"2024-07-31 18:57:14";"2024-08-01 11:47:34";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190691503";"0028399";"2024-08-01 08:58:07";"2024-08-01 14:31:07";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"021190710634";"0028751";"2024-07-31 19:09:05";"2024-08-01 08:25:44";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"024198008392";"000111475";"2024-07-31 23:06:18";"2024-08-01 09:52:28";L2 Current without voltage occurrence;"0110"
Jizzax HETK;Mirzacho‘l TETK;"021190554940";"0003604";"2024-07-31 20:12:04";"2024-08-01 13:49:12";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"024199008496";"070817";"2024-07-02 07:59:38";"2024-07-26 14:24:53";L2 Current without voltage occurrence;"0110"
Qashqadaryo HETK;Koson TETK;"121206148337";"00811095";"2024-07-31 08:08:46";"2024-07-31 21:49:38";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121205755840";"413091";"2024-07-31 08:29:15";"2024-07-31 21:18:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206611949";"10229+!!121206611949";"2024-07-31 01:41:14";"2024-07-31 18:43:18";Terminal cover opened;"0050"
Qashqadaryo HETK;Koson TETK;"121205337079";"00560591";"2024-07-31 07:14:35";"2024-07-31 17:41:10";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206697114";"10229+!!121206697114";"2024-07-31 00:58:08";"2024-07-31 00:58:08";Current unbalance occurrence;"0030"
Namangan HETK;Chust TETK;"111200354017";"4031096";"2024-08-01 14:44:55";"2024-08-01 14:44:55";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206223468";"0165067";"2024-07-31 07:17:23";"2024-07-31 16:49:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206434324";"0174075";"2024-07-29 18:46:15";"2024-07-31 20:45:30";Current unbalance occurrence;"0030"
Namangan HETK;Mingbuloq TETK;"111200453916";"5557079";"2024-08-01 14:44:40";"2024-08-01 14:44:40";Current unbalance occurrence;"0030"
Namangan HETK;Mingbuloq TETK;"111210313806";"6210051";"2024-07-30 10:46:22";"2024-07-30 10:46:22";Terminal cover opened;"0050"
Qashqadaryo HETK;Koson TETK;"121205235758";"00781460";"2024-07-31 00:26:15";"2024-07-31 21:12:30";Current unbalance occurrence;"0030"
Andijon HETK;Baliqchi TETK;"121205118088";"7143025";"2024-07-31 13:11:45";"2024-07-31 21:39:48";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Istiqbol);"111240282514";-1;"2024-07-08 13:24:24";"2024-07-08 13:24:24";Terminal cover opened;"0050"
Namangan HETK;Namangan ShETK (Istiqbol);"111240282514";-1;"2024-07-03 17:35:02";"2024-07-08 12:28:32";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Do‘stlik);"111230261208";"6018210";"2024-07-31 07:24:52";"2024-08-01 08:27:16";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021180142554";"0089673";"2024-07-31 18:34:02";"2024-07-31 18:34:02";Current unbalance occurrence;"0030"
Jizzax HETK;Sh.Rashidov TETK;"021180147248";"0090551";"2024-07-31 18:44:12";"2024-07-31 18:44:12";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Istiqbol);"111230274168";"14405+!!111230274168";"2024-07-31 12:34:07";"2024-07-31 12:34:07";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Istiqbol);"111240293258";"3006799";"2024-07-31 00:28:20";"2024-08-01 14:31:55";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Istiqbol);"111230200335";"3006591";"2024-07-31 08:53:12";"2024-07-31 08:53:12";Terminal cover opened;"0050"
Namangan HETK;Namangan ShETK (Istiqbol);"111230267567";"3391096";"2024-07-31 13:49:39";"2024-07-31 14:48:33";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Istiqbol);"111240279937";"0543020";"2024-07-31 14:48:42";"2024-07-31 20:09:35";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Istiqbol);"111210873037";-1;"2023-11-12 11:08:00";"2023-11-12 11:08:00";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121206535223";"0988803";"2024-07-31 20:27:22";"2024-07-31 20:27:22";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121206535292";"0988749";"2024-07-31 10:02:35";"2024-07-31 10:02:35";Current unbalance occurrence;"0030"
Namangan HETK;Namangan ShETK (Istiqbol);"111230263510";"3006596";"2024-07-31 12:34:08";"2024-07-31 12:34:08";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"124200544443";"413705";"2024-08-01 07:11:32";"2024-08-01 11:58:38";L2 Current without voltage occurrence;"0110"
Qashqadaryo HETK;Koson TETK;"121206989328";"10229!!676989328";"2024-07-28 18:45:17";"2024-07-30 14:07:48";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Chilonzor TETK;"121205072897";"0014072";"2024-07-31 11:06:45";"2024-07-31 22:07:24";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206488216";"412864";"2024-07-29 18:57:29";"2024-07-31 08:14:11";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"123200441866";"211246";"2024-08-01 07:51:08";"2024-08-01 07:51:08";Terminal cover opened;"0050"
Qashqadaryo HETK;Koson TETK;"123200480601";"210112";"2024-07-30 18:44:16";"2024-07-30 18:44:16";Terminal cover opened;"0050"
Qashqadaryo HETK;Koson TETK;"121206483346";"412849";"2024-07-30 08:16:29";"2024-07-31 15:50:06";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Yakkabog‘ TETK;"121206518918";"0083337";"2024-07-31 20:26:49";"2024-07-31 23:36:48";Terminal cover opened;"0050"
Qashqadaryo HETK;Chiroqchi TETK;"121206859727";"510200";"2024-07-31 10:08:54";"2024-07-31 10:08:54";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Chiroqchi TETK;"121205147956";"0028293";"2024-07-30 22:20:59";"2024-07-30 22:20:59";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205656970";"0227001";"2024-07-31 21:15:53";"2024-07-31 21:15:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205657159";"0227043";"2024-07-31 00:33:24";"2024-07-31 23:24:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205657162";"0227046";"2024-07-31 16:27:58";"2024-07-31 22:13:37";Current unbalance occurrence;"0030"
Buxoro HETK;Qorako‘l TETK;"021238401968";"060034";"2024-07-31 20:42:32";"2024-07-31 20:42:32";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Muborak TETK;"121205020026";"00240066";"2024-07-31 03:01:46";"2024-07-31 21:37:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Muborak TETK;"121206330009";"00240908";"2024-07-31 12:28:50";"2024-07-31 21:45:30";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206137089";"0107847";"2024-07-31 20:08:11";"2024-07-31 20:33:49";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205778361";"0183160";"2024-07-31 05:32:25";"2024-07-31 21:22:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205232761";"0023700";"2024-07-31 02:29:22";"2024-07-31 22:32:45";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205286618";"0023466";"2024-07-31 04:37:43";"2024-07-31 17:40:44";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121205447821";"0023155";"2024-07-30 04:07:23";"2024-07-30 04:07:23";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"124200502293";"000323271";"2024-07-30 20:32:53";"2024-07-30 20:39:40";L2 Current without voltage occurrence;"0110"
Qashqadaryo HETK;Chiroqchi TETK;"121206489943";"0136012";"2024-07-31 03:47:24";"2024-07-31 16:55:42";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121206445308";"0003355";"2024-07-30 13:49:23";"2024-07-31 16:04:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121206479769";"0003673";"2024-07-30 09:31:29";"2024-07-30 11:30:38";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kitob TETK;"121206498726";"0003557";"2024-07-31 09:45:07";"2024-07-31 20:26:57";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206320553";"0293489";"2024-07-30 08:51:55";"2024-07-31 00:03:18";Current unbalance occurrence;"0030"
Farg‘ona HETK;Oltiariq TETK;"111210017319";"0032139";"2024-08-01 14:45:19";"2024-08-01 14:45:19";Current unbalance occurrence;"0030"
Navoiy HETK;Karmana TETK;"113240251490";-1;"2024-04-17 13:15:00";"2024-04-17 13:15:00";Terminal cover opened;"0050"
Qashqadaryo HETK;Kitob TETK;"121205927738";"0017404";"2024-07-31 00:51:33";"2024-07-31 23:07:16";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205859225";"00920220";"2024-07-31 06:53:50";"2024-07-31 21:46:31";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205893156";"01930466";"2024-07-31 08:50:50";"2024-07-31 21:28:13";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206086801";"01930053";"2024-07-31 14:56:55";"2024-07-31 22:45:19";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"123200507156";"01930013";"2024-07-31 19:49:33";"2024-07-31 19:49:33";L2 Current without voltage occurrence;"0110"
Qashqadaryo HETK;Kitob TETK;"121205739056";"0101392";"2024-07-31 07:58:03";"2024-07-31 21:52:45";Current unbalance occurrence;"0030"
Andijon HETK;Andijon Bobur SHETK;"124200383910";-1;"2022-12-13 16:09:27";"2022-12-13 16:09:27";Terminal cover opened;"0050"
Qashqadaryo HETK;Kitob TETK;"121206450017";"0149136";"2024-07-31 18:31:40";"2024-07-31 19:39:11";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111210168349";"6594129";"2024-07-30 14:51:48";"2024-07-31 13:27:36";Terminal cover opened;"0050"
Xorazm HETK;Xonqa TETK;"111210477932";-1;"2023-12-11 12:14:49";"2023-12-11 13:33:27";Current unbalance occurrence;"0030"
Xorazm HETK;Xonqa TETK;"111210477932";-1;"2023-02-07 15:23:14";"2023-02-07 15:23:14";Terminal cover opened;"0050"
Namangan HETK;Chortoq TETK;"114210157858";"000352174";"2024-07-31 07:18:03";"2024-07-31 22:01:14";L2 Current without voltage occurrence;"0110"
Jizzax HETK;Yangiobod TETK;"021168005424";"0017077";"2024-08-01 10:38:07";"2024-08-01 10:38:07";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"113210092041";TEST!0092041;"2023-11-14 15:44:58";"2023-11-14 15:44:58";Terminal cover opened;"0050"
TEST PTES;TEST ESP;"114210101339";"114210101339";"2023-03-15 19:16:13";"2023-03-15 19:16:13";Terminal cover opened;"0050"
TEST PTES;TEST ESP;"111210852250";"111210852250";"2023-02-28 22:45:22";"2023-11-20 07:44:56";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"111210853027";TEST!0853027;"2023-10-19 08:48:04";"2023-12-23 13:35:08";Terminal cover opened;"0050"
TEST PTES;TEST ESP;"111210853027";TEST!0853027;"2023-12-23 13:40:33";"2023-12-27 06:24:16";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"111210854041";"111210854041";"2023-04-05 00:06:57";"2023-07-17 18:58:12";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"111210855930";TEST!0855930;"2023-02-24 07:55:13";"2023-02-24 07:55:13";Terminal cover opened;"0050"
TEST PTES;TEST ESP;"111210855930";TEST!0855930;"2022-12-10 18:00:59";"2022-12-13 06:09:17";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"111210856437";TEST!0856437;"2024-04-11 19:42:42";"2024-04-15 17:42:23";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"111210867580";TEST!0867580;"2022-12-11 06:58:12";"2024-07-30 21:22:30";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"111210870374";TEST!0870374;"2023-01-24 20:26:28";"2023-01-24 20:26:28";Terminal cover opened;"0050"
TEST PTES;TEST ESP;"111210870374";TEST!0870374;"2023-01-24 20:38:24";"2023-07-25 14:15:11";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"111210875089";TEST!0875089;"2023-04-07 14:35:23";"2023-04-07 14:35:23";Terminal cover opened;"0050"
TEST PTES;TEST ESP;"111200985577";TEST!0985577;"2022-12-12 13:52:18";"2024-07-31 22:34:51";Current unbalance occurrence;"0030"
TEST PTES;TEST ESP;"111210877086";-1;"2022-12-10 17:39:01";"2023-03-19 16:15:12";Current unbalance occurrence;"0030"
Namangan HETK;Chortoq TETK;"111200355293";"3159045";"2024-08-01 14:44:57";"2024-08-01 14:44:57";Current unbalance occurrence;"0030"
Namangan HETK;Chortoq TETK;"111200355438";"3159181";"2024-08-01 14:44:52";"2024-08-01 14:44:52";Current unbalance occurrence;"0030"
Toshkent HETK;Yangiyo‘l TETK;"111230204048";-1;"2023-06-05 13:37:44";"2023-06-05 13:37:44";Terminal cover opened;"0050"
Toshkent shahar ETK;Yashnobod TETK;"121205313490";"153405";"2024-07-30 09:38:08";"2024-07-31 23:56:09";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206857906";"0231858";"2024-07-30 06:39:40";"2024-07-31 06:38:46";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206772676";"0231189";"2024-07-30 02:49:39";"2024-07-31 10:36:24";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206848092";"0231799";"2024-07-30 22:21:05";"2024-07-30 22:21:05";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206848134";"0231804";"2024-07-30 23:06:54";"2024-07-30 23:06:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206848166";"1917923";"2024-07-30 07:57:11";"2024-07-30 07:57:11";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206847949";"0231905";"2024-07-30 08:32:08";"2024-07-30 08:32:08";Current unbalance occurrence;"0030"
Xorazm HETK;Ugranch TETK;"113230185433";-1;"2023-01-16 13:24:53";"2023-01-16 13:24:53";Terminal cover opened;"0050"
Toshkent shahar ETK;Yashnobod TETK;"121206431664";"0986360";"2024-07-30 00:15:35";"2024-07-31 09:40:34";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206431725";"0986380";"2024-07-30 07:44:28";"2024-07-31 18:01:44";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206464562";"0986352";"2024-07-30 07:41:30";"2024-07-31 20:39:15";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205696674";T5696674;"2024-07-31 07:16:22";"2024-07-31 20:47:06";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206489325";"1038389";"2024-07-31 07:18:45";"2024-07-31 14:15:08";Current unbalance occurrence;"0030"
Xorazm HETK;Urganch ShETK;"111190144906";"1111495";"2024-08-01 14:45:41";"2024-08-01 14:45:41";Current unbalance occurrence;"0030"
Surxondaryo HETK;Denov TETK;"121205356048";"2301067";"2024-07-31 10:03:14";"2024-07-31 22:27:01";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206795472";"0140863";"2024-07-31 01:54:36";"2024-07-31 23:31:50";Current unbalance occurrence;"0030"
Qoraqalpoq HETK;Ellikqal'a TETK;"124200567690";-1;"2024-07-05 19:00:59";"2024-07-05 19:00:59";Terminal cover opened;"0050"
Navoiy HETK;Konimex TETK;"113240223621";-1;"2024-02-23 09:20:45";"2024-02-23 09:20:45";Terminal cover opened;"0050"
Toshkent HETK;Bo‘stonliq TETK;EX-3612388;"2301048";"2024-04-21 20:40:12";"2024-04-22 09:19:07";Terminal cover opened;"0050"
Toshkent HETK;Bo‘stonliq TETK;EX-3613198;"2301009";"2024-05-28 16:42:57";"2024-05-28 16:42:57";Terminal cover opened;"0050"
Toshkent HETK;Bo‘stonliq TETK;EX-3612190;"9200055";"2024-04-20 21:55:28";"2024-04-20 21:55:28";Terminal cover opened;"0050"
Toshkent HETK;Olmaliq TETK;"111190148472";"0056040";"2024-07-29 18:56:53";"2024-07-29 18:56:53";Terminal cover opened;"0050"
Toshkent HETK;Oqqo‘rg‘on TETK;"111190374220";"0237091";"2024-08-01 14:46:12";"2024-08-01 14:46:12";Current unbalance occurrence;"0030"
Toshkent HETK;Oqqo‘rg‘on TETK;"111190378237";"0237093";"2024-08-01 14:46:13";"2024-08-01 14:46:13";Current unbalance occurrence;"0030"
Farg‘ona HETK;Dang‘ara TETK;"111200733611";"0004080";"2024-08-01 14:45:01";"2024-08-01 14:45:01";Current unbalance occurrence;"0030"
Farg‘ona HETK;Qo‘shtepa TETK;"111210114456";"0511089";"2024-08-01 14:46:23";"2024-08-01 14:46:23";Current unbalance occurrence;"0030"
